"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"1960","Spain","Proportion of live births outside marriage","2.3",""
"1960","Spain","Total fertility rate",":",""
"1960","Spain","Mean age of women at childbirth",":",""
"1960","Spain","Mean age of women at birth of first child",":",""
"1960","Spain","Percentage first order live births",":",""
"1960","France","Proportion of live births outside marriage",":",""
"1960","France","Total fertility rate",":",""
"1960","France","Mean age of women at childbirth",":",""
"1960","France","Mean age of women at birth of first child",":",""
"1960","France","Percentage first order live births",":",""
"1960","France (metropolitan)","Proportion of live births outside marriage","6.1",""
"1960","France (metropolitan)","Total fertility rate","2.73",""
"1960","France (metropolitan)","Mean age of women at childbirth","27.6",""
"1960","France (metropolitan)","Mean age of women at birth of first child",":",""
"1960","France (metropolitan)","Percentage first order live births","36.0",""
"1960","Croatia","Proportion of live births outside marriage","7.4",""
"1960","Croatia","Total fertility rate",":",""
"1960","Croatia","Mean age of women at childbirth",":",""
"1960","Croatia","Mean age of women at birth of first child",":",""
"1960","Croatia","Percentage first order live births",":",""
"1960","Italy","Proportion of live births outside marriage","2.4",""
"1960","Italy","Total fertility rate","2.37",""
"1960","Italy","Mean age of women at childbirth","29.2",""
"1960","Italy","Mean age of women at birth of first child",":",""
"1960","Italy","Percentage first order live births","37.3",""
"1960","Cyprus","Proportion of live births outside marriage",":",""
"1960","Cyprus","Total fertility rate",":",""
"1960","Cyprus","Mean age of women at childbirth",":",""
"1960","Cyprus","Mean age of women at birth of first child",":",""
"1960","Cyprus","Percentage first order live births","24.0",""
"1960","Latvia","Proportion of live births outside marriage","11.9",""
"1960","Latvia","Total fertility rate",":",""
"1960","Latvia","Mean age of women at childbirth",":",""
"1960","Latvia","Mean age of women at birth of first child",":",""
"1960","Latvia","Percentage first order live births","51.3",""
"1960","Lithuania","Proportion of live births outside marriage",":",""
"1960","Lithuania","Total fertility rate",":",""
"1960","Lithuania","Mean age of women at childbirth",":",""
"1960","Lithuania","Mean age of women at birth of first child",":",""
"1960","Lithuania","Percentage first order live births","40.3",""
"1960","Luxembourg","Proportion of live births outside marriage","3.2",""
"1960","Luxembourg","Total fertility rate","2.29",""
"1960","Luxembourg","Mean age of women at childbirth","27.7",""
"1960","Luxembourg","Mean age of women at birth of first child",":",""
"1960","Luxembourg","Percentage first order live births","41.1",""
"1960","Hungary","Proportion of live births outside marriage","5.5",""
"1960","Hungary","Total fertility rate","2.02",""
"1960","Hungary","Mean age of women at childbirth","25.8",""
"1960","Hungary","Mean age of women at birth of first child",":",""
"1960","Hungary","Percentage first order live births","44.0",""
"1960","Malta","Proportion of live births outside marriage","0.7",""
"1960","Malta","Total fertility rate",":",""
"1960","Malta","Mean age of women at childbirth",":",""
"1960","Malta","Mean age of women at birth of first child",":",""
"1960","Malta","Percentage first order live births",":",""
"1960","Netherlands","Proportion of live births outside marriage","1.4",""
"1960","Netherlands","Total fertility rate","3.12",""
"1960","Netherlands","Mean age of women at childbirth","29.8",""
"1960","Netherlands","Mean age of women at birth of first child",":",""
"1960","Netherlands","Percentage first order live births","31.1",""
"1960","Austria","Proportion of live births outside marriage","13.0",""
"1960","Austria","Total fertility rate","2.69",""
"1960","Austria","Mean age of women at childbirth","27.6",""
"1960","Austria","Mean age of women at birth of first child",":",""
"1960","Austria","Percentage first order live births",":",""
"1960","Poland","Proportion of live births outside marriage",":",""
"1960","Poland","Total fertility rate",":",""
"1960","Poland","Mean age of women at childbirth",":",""
"1960","Poland","Mean age of women at birth of first child",":",""
"1960","Poland","Percentage first order live births",":",""
"1960","Portugal","Proportion of live births outside marriage","9.5",""
"1960","Portugal","Total fertility rate","3.16",""
"1960","Portugal","Mean age of women at childbirth","29.6",""
"1960","Portugal","Mean age of women at birth of first child",":",""
"1960","Portugal","Percentage first order live births",":",""
"1960","Romania","Proportion of live births outside marriage",":",""
"1960","Romania","Total fertility rate",":",""
"1960","Romania","Mean age of women at childbirth",":",""
"1960","Romania","Mean age of women at birth of first child",":",""
"1960","Romania","Percentage first order live births","42.5",""
"1960","Slovenia","Proportion of live births outside marriage","9.1",""
"1960","Slovenia","Total fertility rate",":",""
"1960","Slovenia","Mean age of women at childbirth",":",""
"1960","Slovenia","Mean age of women at birth of first child",":",""
"1960","Slovenia","Percentage first order live births","43.6",""
"1960","Slovakia","Proportion of live births outside marriage","4.7",""
"1960","Slovakia","Total fertility rate","3.04",""
"1960","Slovakia","Mean age of women at childbirth","26.9",""
"1960","Slovakia","Mean age of women at birth of first child",":",""
"1960","Slovakia","Percentage first order live births","31.6",""
"1960","Finland","Proportion of live births outside marriage","4.0",""
"1960","Finland","Total fertility rate","2.72",""
"1960","Finland","Mean age of women at childbirth","28.3",""
"1960","Finland","Mean age of women at birth of first child",":",""
"1960","Finland","Percentage first order live births","35.5",""
"1960","Sweden","Proportion of live births outside marriage","11.3",""
"1960","Sweden","Total fertility rate",":",""
"1960","Sweden","Mean age of women at childbirth",":",""
"1960","Sweden","Mean age of women at birth of first child",":",""
"1960","Sweden","Percentage first order live births",":",""
"1960","United Kingdom","Proportion of live births outside marriage","5.2",""
"1960","United Kingdom","Total fertility rate",":",""
"1960","United Kingdom","Mean age of women at childbirth",":",""
"1960","United Kingdom","Mean age of women at birth of first child",":",""
"1960","United Kingdom","Percentage first order live births","36.4",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Proportion of live births outside marriage",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Total fertility rate",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Mean age of women at childbirth",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Mean age of women at birth of first child",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Percentage first order live births",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Proportion of live births outside marriage",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Total fertility rate",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Mean age of women at childbirth",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Mean age of women at birth of first child",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Percentage first order live births",":",""
"1960","European Free Trade Association","Proportion of live births outside marriage","4.4",""
"1960","European Free Trade Association","Total fertility rate",":",""
"1960","European Free Trade Association","Mean age of women at childbirth",":",""
"1960","European Free Trade Association","Mean age of women at birth of first child",":",""
"1960","European Free Trade Association","Percentage first order live births",":",""
"1960","Iceland","Proportion of live births outside marriage","25.3",""
"1960","Iceland","Total fertility rate",":",""
"1960","Iceland","Mean age of women at childbirth",":",""
"1960","Iceland","Mean age of women at birth of first child",":",""
"1960","Iceland","Percentage first order live births","25.4",""
"1960","Liechtenstein","Proportion of live births outside marriage","3.7",""
"1960","Liechtenstein","Total fertility rate",":",""
"1960","Liechtenstein","Mean age of women at childbirth",":",""
"1960","Liechtenstein","Mean age of women at birth of first child",":",""
"1960","Liechtenstein","Percentage first order live births",":",""
"1960","Norway","Proportion of live births outside marriage","3.7",""
"1960","Norway","Total fertility rate",":",""
"1960","Norway","Mean age of women at childbirth",":",""
"1960","Norway","Mean age of women at birth of first child",":",""
"1960","Norway","Percentage first order live births",":",""
"1960","Switzerland","Proportion of live births outside marriage","3.8",""
"1960","Switzerland","Total fertility rate","2.44",""
"1960","Switzerland","Mean age of women at childbirth","28.7",""
"1960","Switzerland","Mean age of women at birth of first child",":",""
"1960","Switzerland","Percentage first order live births","37.2",""
"1960","Montenegro","Proportion of live births outside marriage",":",""
"1960","Montenegro","Total fertility rate",":",""
"1960","Montenegro","Mean age of women at childbirth",":",""
"1960","Montenegro","Mean age of women at birth of first child",":",""
"1960","Montenegro","Percentage first order live births",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Proportion of live births outside marriage","5.1",""
"1960","Former Yugoslav Republic of Macedonia, the","Total fertility rate",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Mean age of women at childbirth",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Mean age of women at birth of first child",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Percentage first order live births","25.6",""
"1960","Albania","Proportion of live births outside marriage",":",""
"1960","Albania","Total fertility rate",":",""
"1960","Albania","Mean age of women at childbirth",":",""
"1960","Albania","Mean age of women at birth of first child",":",""
"1960","Albania","Percentage first order live births","19.9",""
"1960","Serbia","Proportion of live births outside marriage",":",""
"1960","Serbia","Total fertility rate",":",""
"1960","Serbia","Mean age of women at childbirth",":",""
"1960","Serbia","Mean age of women at birth of first child",":",""
"1960","Serbia","Percentage first order live births",":",""
"1960","Turkey","Proportion of live births outside marriage",":",""
"1960","Turkey","Total fertility rate",":",""
"1960","Turkey","Mean age of women at childbirth",":",""
"1960","Turkey","Mean age of women at birth of first child",":",""
"1960","Turkey","Percentage first order live births",":",""
"1960","Andorra","Proportion of live births outside marriage",":",""
"1960","Andorra","Total fertility rate",":",""
"1960","Andorra","Mean age of women at childbirth",":",""
"1960","Andorra","Mean age of women at birth of first child",":",""
"1960","Andorra","Percentage first order live births",":",""
"1960","Belarus","Proportion of live births outside marriage",":",""
"1960","Belarus","Total fertility rate",":",""
"1960","Belarus","Mean age of women at childbirth",":",""
"1960","Belarus","Mean age of women at birth of first child",":",""
"1960","Belarus","Percentage first order live births",":",""
"1960","Bosnia and Herzegovina","Proportion of live births outside marriage",":",""
"1960","Bosnia and Herzegovina","Total fertility rate",":",""
"1960","Bosnia and Herzegovina","Mean age of women at childbirth",":",""
"1960","Bosnia and Herzegovina","Mean age of women at birth of first child",":",""
"1960","Bosnia and Herzegovina","Percentage first order live births",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Proportion of live births outside marriage",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Total fertility rate",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age of women at childbirth",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age of women at birth of first child",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Percentage first order live births",":",""
"1960","Moldova","Proportion of live births outside marriage",":",""
"1960","Moldova","Total fertility rate",":",""
"1960","Moldova","Mean age of women at childbirth",":",""
"1960","Moldova","Mean age of women at birth of first child",":",""
"1960","Moldova","Percentage first order live births",":",""
"1960","Russia","Proportion of live births outside marriage",":",""
"1960","Russia","Total fertility rate",":",""
"1960","Russia","Mean age of women at childbirth",":",""
"1960","Russia","Mean age of women at birth of first child",":",""
"1960","Russia","Percentage first order live births",":",""
"1960","San Marino","Proportion of live births outside marriage",":",""
"1960","San Marino","Total fertility rate",":",""
"1960","San Marino","Mean age of women at childbirth",":",""
"1960","San Marino","Mean age of women at birth of first child",":",""
"1960","San Marino","Percentage first order live births",":",""
"1960","Ukraine","Proportion of live births outside marriage",":",""
"1960","Ukraine","Total fertility rate",":",""
"1960","Ukraine","Mean age of women at childbirth",":",""
"1960","Ukraine","Mean age of women at birth of first child",":",""
"1960","Ukraine","Percentage first order live births",":",""
"1960","Armenia","Proportion of live births outside marriage",":",""
"1960","Armenia","Total fertility rate",":",""
"1960","Armenia","Mean age of women at childbirth",":",""
"1960","Armenia","Mean age of women at birth of first child",":",""
"1960","Armenia","Percentage first order live births",":",""
"1960","Azerbaijan","Proportion of live births outside marriage",":",""
"1960","Azerbaijan","Total fertility rate",":",""
"1960","Azerbaijan","Mean age of women at childbirth",":",""
"1960","Azerbaijan","Mean age of women at birth of first child",":",""
"1960","Azerbaijan","Percentage first order live births",":",""
"1960","Georgia","Proportion of live births outside marriage",":",""
"1960","Georgia","Total fertility rate",":",""
"1960","Georgia","Mean age of women at childbirth",":",""
"1960","Georgia","Mean age of women at birth of first child",":",""
"1960","Georgia","Percentage first order live births",":",""
"1961","European Union (28 countries)","Proportion of live births outside marriage",":",""
"1961","European Union (28 countries)","Total fertility rate",":",""
"1961","European Union (28 countries)","Mean age of women at childbirth",":",""
"1961","European Union (28 countries)","Mean age of women at birth of first child",":",""
"1961","European Union (28 countries)","Percentage first order live births",":",""
"1961","European Union (27 countries)","Proportion of live births outside marriage",":",""
"1961","European Union (27 countries)","Total fertility rate",":",""
"1961","European Union (27 countries)","Mean age of women at childbirth",":",""
"1961","European Union (27 countries)","Mean age of women at birth of first child",":",""
"1961","European Union (27 countries)","Percentage first order live births",":",""
"1961","Euro area (18 countries)","Proportion of live births outside marriage",":",""
"1961","Euro area (18 countries)","Total fertility rate",":",""
"1961","Euro area (18 countries)","Mean age of women at childbirth",":",""
"1961","Euro area (18 countries)","Mean age of women at birth of first child",":",""
"1961","Euro area (18 countries)","Percentage first order live births",":",""
"1961","Euro area (17 countries)","Proportion of live births outside marriage",":",""
"1961","Euro area (17 countries)","Total fertility rate",":",""
"1961","Euro area (17 countries)","Mean age of women at childbirth",":",""
"1961","Euro area (17 countries)","Mean age of women at birth of first child",":",""
"1961","Euro area (17 countries)","Percentage first order live births",":",""
"1961","Euro area (16 countries)","Proportion of live births outside marriage","4.8",""
"1961","Euro area (16 countries)","Total fertility rate",":",""
"1961","Euro area (16 countries)","Mean age of women at childbirth",":",""
"1961","Euro area (16 countries)","Mean age of women at birth of first child",":",""
"1961","Euro area (16 countries)","Percentage first order live births",":",""
"1961","Belgium","Proportion of live births outside marriage","2.0",""
"1961","Belgium","Total fertility rate","2.63",""
"1961","Belgium","Mean age of women at childbirth","27.9",""
"1961","Belgium","Mean age of women at birth of first child",":",""
"1961","Belgium","Percentage first order live births",":",""
"1961","Bulgaria","Proportion of live births outside marriage","8.0",""
"1961","Bulgaria","Total fertility rate","2.29",""
"1961","Bulgaria","Mean age of women at childbirth","25.1",""
"1961","Bulgaria","Mean age of women at birth of first child",":",""
"1961","Bulgaria","Percentage first order live births",":",""
"1961","Czech Republic","Proportion of live births outside marriage","4.6",""
"1961","Czech Republic","Total fertility rate","2.11",""
"1961","Czech Republic","Mean age of women at childbirth","25.6",""
"1961","Czech Republic","Mean age of women at birth of first child",":",""
"1961","Czech Republic","Percentage first order live births",":",""
"1961","Denmark","Proportion of live births outside marriage","8.0",""
"1961","Denmark","Total fertility rate","2.55",""
"1961","Denmark","Mean age of women at childbirth","26.9",""
"1961","Denmark","Mean age of women at birth of first child",":",""
"1961","Denmark","Percentage first order live births",":",""
"1961","Germany (until 1990 former territory of the FRG)","Proportion of live births outside marriage",":",""
"1961","Germany (until 1990 former territory of the FRG)","Total fertility rate",":",""
"1961","Germany (until 1990 former territory of the FRG)","Mean age of women at childbirth",":",""
"1961","Germany (until 1990 former territory of the FRG)","Mean age of women at birth of first child",":",""
"1961","Germany (until 1990 former territory of the FRG)","Percentage first order live births",":",""
"1961","Germany (including former GDR)","Proportion of live births outside marriage","7.1",""
"1961","Germany (including former GDR)","Total fertility rate",":",""
"1961","Germany (including former GDR)","Mean age of women at childbirth",":",""
"1961","Germany (including former GDR)","Mean age of women at birth of first child",":",""
"1961","Germany (including former GDR)","Percentage first order live births",":",""
"1961","Estonia","Proportion of live births outside marriage",":",""
"1961","Estonia","Total fertility rate","1.98",""
"1961","Estonia","Mean age of women at childbirth","27.7",""
"1961","Estonia","Mean age of women at birth of first child",":",""
"1961","Estonia","Percentage first order live births","49.3",""
"1961","Ireland","Proportion of live births outside marriage","1.6",""
"1961","Ireland","Total fertility rate","3.78",""
"1961","Ireland","Mean age of women at childbirth","31.3",""
"1961","Ireland","Mean age of women at birth of first child",":",""
"1961","Ireland","Percentage first order live births",":",""
"1961","Greece","Proportion of live births outside marriage","1.2",""
"1961","Greece","Total fertility rate","2.13",""
"1961","Greece","Mean age of women at childbirth","28.7",""
"1961","Greece","Mean age of women at birth of first child",":",""
"1961","Greece","Percentage first order live births",":",""
"1961","Spain","Proportion of live births outside marriage","2.2",""
"1961","Spain","Total fertility rate",":",""
"1961","Spain","Mean age of women at childbirth",":",""
"1961","Spain","Mean age of women at birth of first child",":",""
"1961","Spain","Percentage first order live births",":",""
"1961","France","Proportion of live births outside marriage",":",""
"1961","France","Total fertility rate",":",""
"1961","France","Mean age of women at childbirth",":",""
"1961","France","Mean age of women at birth of first child",":",""
"1961","France","Percentage first order live births",":",""
"1961","France (metropolitan)","Proportion of live births outside marriage","5.9",""
"1961","France (metropolitan)","Total fertility rate","2.81",""
"1961","France (metropolitan)","Mean age of women at childbirth","27.6",""
"1961","France (metropolitan)","Mean age of women at birth of first child",":",""
"1961","France (metropolitan)","Percentage first order live births",":",""
"1961","Croatia","Proportion of live births outside marriage","7.1",""
"1961","Croatia","Total fertility rate",":",""
"1961","Croatia","Mean age of women at childbirth",":",""
"1961","Croatia","Mean age of women at birth of first child",":",""
"1961","Croatia","Percentage first order live births",":",""
"1961","Italy","Proportion of live births outside marriage","2.4",""
"1961","Italy","Total fertility rate","2.42",""
"1961","Italy","Mean age of women at childbirth","29.1",""
"1961","Italy","Mean age of women at birth of first child",":",""
"1961","Italy","Percentage first order live births",":",""
"1961","Cyprus","Proportion of live births outside marriage","0.3",""
"1961","Cyprus","Total fertility rate",":",""
"1961","Cyprus","Mean age of women at childbirth",":",""
"1961","Cyprus","Mean age of women at birth of first child",":",""
"1961","Cyprus","Percentage first order live births",":",""
"1961","Latvia","Proportion of live births outside marriage","12.3",""
"1961","Latvia","Total fertility rate",":",""
"1961","Latvia","Mean age of women at childbirth",":",""
"1961","Latvia","Mean age of women at birth of first child",":",""
"1961","Latvia","Percentage first order live births",":",""
"1961","Lithuania","Proportion of live births outside marriage",":",""
"1961","Lithuania","Total fertility rate",":",""
"1961","Lithuania","Mean age of women at childbirth",":",""
"1961","Lithuania","Mean age of women at birth of first child",":",""
"1961","Lithuania","Percentage first order live births",":",""
"1961","Luxembourg","Proportion of live births outside marriage","3.4",""
"1961","Luxembourg","Total fertility rate",":",""
"1961","Luxembourg","Mean age of women at childbirth",":",""
"1961","Luxembourg","Mean age of women at birth of first child",":",""
"1961","Luxembourg","Percentage first order live births",":",""
"1961","Hungary","Proportion of live births outside marriage","5.5",""
"1961","Hungary","Total fertility rate","1.94",""
"1961","Hungary","Mean age of women at childbirth","25.7",""
"1961","Hungary","Mean age of women at birth of first child",":",""
"1961","Hungary","Percentage first order live births",":",""
"1961","Malta","Proportion of live births outside marriage","0.7",""
"1961","Malta","Total fertility rate",":",""
"1961","Malta","Mean age of women at childbirth",":",""
"1961","Malta","Mean age of women at birth of first child",":",""
"1961","Malta","Percentage first order live births",":",""
"1961","Netherlands","Proportion of live births outside marriage","1.4",""
"1961","Netherlands","Total fertility rate","3.22",""
"1961","Netherlands","Mean age of women at childbirth","29.6",""
"1961","Netherlands","Mean age of women at birth of first child",":",""
"1961","Netherlands","Percentage first order live births","31.4",""
"1961","Austria","Proportion of live births outside marriage","12.6",""
"1961","Austria","Total fertility rate","2.78",""
"1961","Austria","Mean age of women at childbirth","27.5",""
"1961","Austria","Mean age of women at birth of first child",":",""
"1961","Austria","Percentage first order live births",":",""
"1961","Poland","Proportion of live births outside marriage",":",""
"1961","Poland","Total fertility rate",":",""
"1961","Poland","Mean age of women at childbirth",":",""
"1961","Poland","Mean age of women at birth of first child",":",""
"1961","Poland","Percentage first order live births",":",""
"1961","Portugal","Proportion of live births outside marriage","8.8",""
"1961","Portugal","Total fertility rate","3.21",""
"1961","Portugal","Mean age of women at childbirth","29.6",""
"1961","Portugal","Mean age of women at birth of first child",":",""
"1961","Portugal","Percentage first order live births",":",""
"1961","Romania","Proportion of live births outside marriage",":",""
"1961","Romania","Total fertility rate",":",""
"1961","Romania","Mean age of women at childbirth",":",""
"1961","Romania","Mean age of women at birth of first child",":",""
"1961","Romania","Percentage first order live births",":",""
"1961","Slovenia","Proportion of live births outside marriage","10.0",""
"1961","Slovenia","Total fertility rate",":",""
"1961","Slovenia","Mean age of women at childbirth",":",""
"1961","Slovenia","Mean age of women at birth of first child",":",""
"1961","Slovenia","Percentage first order live births",":",""
"1961","Slovakia","Proportion of live births outside marriage","4.4",""
"1961","Slovakia","Total fertility rate","2.96",""
"1961","Slovakia","Mean age of women at childbirth","26.8",""
"1961","Slovakia","Mean age of women at birth of first child",":",""
"1961","Slovakia","Percentage first order live births",":",""
"1961","Finland","Proportion of live births outside marriage","4.1",""
"1961","Finland","Total fertility rate","2.72",""
"1961","Finland","Mean age of women at childbirth","28.3",""
"1961","Finland","Mean age of women at birth of first child",":",""
"1961","Finland","Percentage first order live births",":",""
"1961","Sweden","Proportion of live births outside marriage","11.7",""
"1961","Sweden","Total fertility rate",":",""
"1961","Sweden","Mean age of women at childbirth",":",""
"1961","Sweden","Mean age of women at birth of first child",":",""
"1961","Sweden","Percentage first order live births",":",""
"1961","United Kingdom","Proportion of live births outside marriage","5.7",""
"1961","United Kingdom","Total fertility rate",":",""
"1961","United Kingdom","Mean age of women at childbirth",":",""
"1961","United Kingdom","Mean age of women at birth of first child",":",""
"1961","United Kingdom","Percentage first order live births",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Proportion of live births outside marriage",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Total fertility rate",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Mean age of women at childbirth",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Mean age of women at birth of first child",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Percentage first order live births",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Proportion of live births outside marriage",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Total fertility rate",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Mean age of women at childbirth",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Mean age of women at birth of first child",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Percentage first order live births",":",""
"1961","European Free Trade Association","Proportion of live births outside marriage","4.4",""
"1961","European Free Trade Association","Total fertility rate",":",""
"1961","European Free Trade Association","Mean age of women at childbirth",":",""
"1961","European Free Trade Association","Mean age of women at birth of first child",":",""
"1961","European Free Trade Association","Percentage first order live births",":",""
"1961","Iceland","Proportion of live births outside marriage","25.3",""
"1961","Iceland","Total fertility rate",":",""
"1961","Iceland","Mean age of women at childbirth",":",""
"1961","Iceland","Mean age of women at birth of first child",":",""
"1961","Iceland","Percentage first order live births",":",""
"1961","Liechtenstein","Proportion of live births outside marriage","3.9",""
"1961","Liechtenstein","Total fertility rate",":",""
"1961","Liechtenstein","Mean age of women at childbirth",":",""
"1961","Liechtenstein","Mean age of women at birth of first child",":",""
"1961","Liechtenstein","Percentage first order live births",":",""
"1961","Norway","Proportion of live births outside marriage","3.7",""
"1961","Norway","Total fertility rate","2.94",""
"1961","Norway","Mean age of women at childbirth","27.9",""
"1961","Norway","Mean age of women at birth of first child",":",""
"1961","Norway","Percentage first order live births",":",""
"1961","Switzerland","Proportion of live births outside marriage","4.0",""
"1961","Switzerland","Total fertility rate","2.52",""
"1961","Switzerland","Mean age of women at childbirth","28.1",""
"1961","Switzerland","Mean age of women at birth of first child",":",""
"1961","Switzerland","Percentage first order live births",":",""
"1961","Montenegro","Proportion of live births outside marriage",":",""
"1961","Montenegro","Total fertility rate",":",""
"1961","Montenegro","Mean age of women at childbirth",":",""
"1961","Montenegro","Mean age of women at birth of first child",":",""
"1961","Montenegro","Percentage first order live births",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Proportion of live births outside marriage","5.3",""
"1961","Former Yugoslav Republic of Macedonia, the","Total fertility rate",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Mean age of women at childbirth",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Mean age of women at birth of first child",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Percentage first order live births",":",""
"1961","Albania","Proportion of live births outside marriage",":",""
"1961","Albania","Total fertility rate",":",""
"1961","Albania","Mean age of women at childbirth",":",""
