"TIME","GEO","INDIC_DE","Value","Flag and Footnotes"
"1960","Italy","Crude marriage rate","7.7",""
"1960","Italy","Mean age at first marriage - males",":",""
"1960","Italy","Mean age at first marriage - females",":",""
"1960","Cyprus","Crude marriage rate",":",""
"1960","Cyprus","Mean age at first marriage - males",":",""
"1960","Cyprus","Mean age at first marriage - females",":",""
"1960","Latvia","Crude marriage rate","11.0",""
"1960","Latvia","Mean age at first marriage - males",":",""
"1960","Latvia","Mean age at first marriage - females",":",""
"1960","Lithuania","Crude marriage rate","10.1",""
"1960","Lithuania","Mean age at first marriage - males",":",""
"1960","Lithuania","Mean age at first marriage - females",":",""
"1960","Luxembourg","Crude marriage rate","7.1",""
"1960","Luxembourg","Mean age at first marriage - males",":",""
"1960","Luxembourg","Mean age at first marriage - females",":",""
"1960","Hungary","Crude marriage rate","8.9",""
"1960","Hungary","Mean age at first marriage - males",":",""
"1960","Hungary","Mean age at first marriage - females",":",""
"1960","Malta","Crude marriage rate","6.0",""
"1960","Malta","Mean age at first marriage - males",":",""
"1960","Malta","Mean age at first marriage - females",":",""
"1960","Netherlands","Crude marriage rate","7.7",""
"1960","Netherlands","Mean age at first marriage - males",":",""
"1960","Netherlands","Mean age at first marriage - females",":",""
"1960","Austria","Crude marriage rate","8.3",""
"1960","Austria","Mean age at first marriage - males",":",""
"1960","Austria","Mean age at first marriage - females",":",""
"1960","Poland","Crude marriage rate","8.2",""
"1960","Poland","Mean age at first marriage - males",":",""
"1960","Poland","Mean age at first marriage - females",":",""
"1960","Portugal","Crude marriage rate","7.8",""
"1960","Portugal","Mean age at first marriage - males",":",""
"1960","Portugal","Mean age at first marriage - females",":",""
"1960","Romania","Crude marriage rate","10.7",""
"1960","Romania","Mean age at first marriage - males",":",""
"1960","Romania","Mean age at first marriage - females",":",""
"1960","Slovenia","Crude marriage rate","8.8",""
"1960","Slovenia","Mean age at first marriage - males",":",""
"1960","Slovenia","Mean age at first marriage - females",":",""
"1960","Slovakia","Crude marriage rate","7.9",""
"1960","Slovakia","Mean age at first marriage - males",":",""
"1960","Slovakia","Mean age at first marriage - females",":",""
"1960","Finland","Crude marriage rate","7.4",""
"1960","Finland","Mean age at first marriage - males",":",""
"1960","Finland","Mean age at first marriage - females",":",""
"1960","Sweden","Crude marriage rate","6.7",""
"1960","Sweden","Mean age at first marriage - males",":",""
"1960","Sweden","Mean age at first marriage - females",":",""
"1960","United Kingdom","Crude marriage rate","7.5",""
"1960","United Kingdom","Mean age at first marriage - males",":",""
"1960","United Kingdom","Mean age at first marriage - females",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Crude marriage rate",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1960","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Crude marriage rate",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1960","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1960","European Free Trade Association","Crude marriage rate","7.3",""
"1960","European Free Trade Association","Mean age at first marriage - males",":",""
"1960","European Free Trade Association","Mean age at first marriage - females",":",""
"1960","Iceland","Crude marriage rate","7.5",""
"1960","Iceland","Mean age at first marriage - males",":",""
"1960","Iceland","Mean age at first marriage - females",":",""
"1960","Liechtenstein","Crude marriage rate","5.7",""
"1960","Liechtenstein","Mean age at first marriage - males",":",""
"1960","Liechtenstein","Mean age at first marriage - females",":",""
"1960","Norway","Crude marriage rate","6.6",""
"1960","Norway","Mean age at first marriage - males",":",""
"1960","Norway","Mean age at first marriage - females",":",""
"1960","Switzerland","Crude marriage rate","7.8",""
"1960","Switzerland","Mean age at first marriage - males",":",""
"1960","Switzerland","Mean age at first marriage - females",":",""
"1960","Montenegro","Crude marriage rate",":",""
"1960","Montenegro","Mean age at first marriage - males",":",""
"1960","Montenegro","Mean age at first marriage - females",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","8.6",""
"1960","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males",":",""
"1960","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females",":",""
"1960","Albania","Crude marriage rate","7.8",""
"1960","Albania","Mean age at first marriage - males",":",""
"1960","Albania","Mean age at first marriage - females",":",""
"1960","Serbia","Crude marriage rate",":",""
"1960","Serbia","Mean age at first marriage - males",":",""
"1960","Serbia","Mean age at first marriage - females",":",""
"1960","Turkey","Crude marriage rate",":",""
"1960","Turkey","Mean age at first marriage - males",":",""
"1960","Turkey","Mean age at first marriage - females",":",""
"1960","Andorra","Crude marriage rate",":",""
"1960","Andorra","Mean age at first marriage - males",":",""
"1960","Andorra","Mean age at first marriage - females",":",""
"1960","Belarus","Crude marriage rate",":",""
"1960","Belarus","Mean age at first marriage - males",":",""
"1960","Belarus","Mean age at first marriage - females",":",""
"1960","Bosnia and Herzegovina","Crude marriage rate","10.1",""
"1960","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"1960","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"1960","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"1960","Moldova","Crude marriage rate",":",""
"1960","Moldova","Mean age at first marriage - males",":",""
"1960","Moldova","Mean age at first marriage - females",":",""
"1960","Monaco","Crude marriage rate",":",""
"1960","Monaco","Mean age at first marriage - males",":",""
"1960","Monaco","Mean age at first marriage - females",":",""
"1960","Russia","Crude marriage rate",":",""
"1960","Russia","Mean age at first marriage - males",":",""
"1960","Russia","Mean age at first marriage - females",":",""
"1960","San Marino","Crude marriage rate",":",""
"1960","San Marino","Mean age at first marriage - males",":",""
"1960","San Marino","Mean age at first marriage - females",":",""
"1960","Ukraine","Crude marriage rate",":",""
"1960","Ukraine","Mean age at first marriage - males",":",""
"1960","Ukraine","Mean age at first marriage - females",":",""
"1960","Armenia","Crude marriage rate",":",""
"1960","Armenia","Mean age at first marriage - males",":",""
"1960","Armenia","Mean age at first marriage - females",":",""
"1960","Azerbaijan","Crude marriage rate",":",""
"1960","Azerbaijan","Mean age at first marriage - males",":",""
"1960","Azerbaijan","Mean age at first marriage - females",":",""
"1960","Georgia","Crude marriage rate",":",""
"1960","Georgia","Mean age at first marriage - males",":",""
"1960","Georgia","Mean age at first marriage - females",":",""
"1961","European Union (28 countries)","Crude marriage rate",":",""
"1961","European Union (28 countries)","Mean age at first marriage - males",":",""
"1961","European Union (28 countries)","Mean age at first marriage - females",":",""
"1961","European Union (27 countries)","Crude marriage rate",":",""
"1961","European Union (27 countries)","Mean age at first marriage - males",":",""
"1961","European Union (27 countries)","Mean age at first marriage - females",":",""
"1961","Euro area (18 countries)","Crude marriage rate",":",""
"1961","Euro area (18 countries)","Mean age at first marriage - males",":",""
"1961","Euro area (18 countries)","Mean age at first marriage - females",":",""
"1961","Euro area (17 countries)","Crude marriage rate",":",""
"1961","Euro area (17 countries)","Mean age at first marriage - males",":",""
"1961","Euro area (17 countries)","Mean age at first marriage - females",":",""
"1961","Euro area (16 countries)","Crude marriage rate",":",""
"1961","Euro area (16 countries)","Mean age at first marriage - males",":",""
"1961","Euro area (16 countries)","Mean age at first marriage - females",":",""
"1961","Belgium","Crude marriage rate","6.8",""
"1961","Belgium","Mean age at first marriage - males",":",""
"1961","Belgium","Mean age at first marriage - females",":",""
"1961","Bulgaria","Crude marriage rate","8.4",""
"1961","Bulgaria","Mean age at first marriage - males",":",""
"1961","Bulgaria","Mean age at first marriage - females",":",""
"1961","Czech Republic","Crude marriage rate","7.7",""
"1961","Czech Republic","Mean age at first marriage - males",":",""
"1961","Czech Republic","Mean age at first marriage - females",":",""
"1961","Denmark","Crude marriage rate","7.9",""
"1961","Denmark","Mean age at first marriage - males",":",""
"1961","Denmark","Mean age at first marriage - females",":",""
"1961","Germany (until 1990 former territory of the FRG)","Crude marriage rate","9.4",""
"1961","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males",":",""
"1961","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females",":",""
"1961","Germany (including former GDR)","Crude marriage rate","9.5",""
"1961","Germany (including former GDR)","Mean age at first marriage - males",":",""
"1961","Germany (including former GDR)","Mean age at first marriage - females",":",""
"1961","Estonia","Crude marriage rate","9.7",""
"1961","Estonia","Mean age at first marriage - males",":",""
"1961","Estonia","Mean age at first marriage - females",":",""
"1961","Ireland","Crude marriage rate","5.4",""
"1961","Ireland","Mean age at first marriage - males",":",""
"1961","Ireland","Mean age at first marriage - females",":",""
"1961","Greece","Crude marriage rate","8.4",""
"1961","Greece","Mean age at first marriage - males",":",""
"1961","Greece","Mean age at first marriage - females",":",""
"1961","Spain","Crude marriage rate","7.7",""
"1961","Spain","Mean age at first marriage - males",":",""
"1961","Spain","Mean age at first marriage - females",":",""
"1961","France","Crude marriage rate",":",""
"1961","France","Mean age at first marriage - males",":",""
"1961","France","Mean age at first marriage - females",":",""
"1961","France (metropolitan)","Crude marriage rate","6.8",""
"1961","France (metropolitan)","Mean age at first marriage - males",":",""
"1961","France (metropolitan)","Mean age at first marriage - females",":",""
"1961","Croatia","Crude marriage rate","8.8",""
"1961","Croatia","Mean age at first marriage - males",":",""
"1961","Croatia","Mean age at first marriage - females",":",""
"1961","Italy","Crude marriage rate","7.9",""
"1961","Italy","Mean age at first marriage - males",":",""
"1961","Italy","Mean age at first marriage - females",":",""
"1961","Cyprus","Crude marriage rate",":",""
"1961","Cyprus","Mean age at first marriage - males",":",""
"1961","Cyprus","Mean age at first marriage - females",":",""
"1961","Latvia","Crude marriage rate","10.5",""
"1961","Latvia","Mean age at first marriage - males",":",""
"1961","Latvia","Mean age at first marriage - females",":",""
"1961","Lithuania","Crude marriage rate","9.9",""
"1961","Lithuania","Mean age at first marriage - males",":",""
"1961","Lithuania","Mean age at first marriage - females",":",""
"1961","Luxembourg","Crude marriage rate","7.0",""
"1961","Luxembourg","Mean age at first marriage - males",":",""
"1961","Luxembourg","Mean age at first marriage - females",":",""
"1961","Hungary","Crude marriage rate","8.3",""
"1961","Hungary","Mean age at first marriage - males",":",""
"1961","Hungary","Mean age at first marriage - females",":",""
"1961","Malta","Crude marriage rate","6.0",""
"1961","Malta","Mean age at first marriage - males",":",""
"1961","Malta","Mean age at first marriage - females",":",""
"1961","Netherlands","Crude marriage rate","7.9",""
"1961","Netherlands","Mean age at first marriage - males",":",""
"1961","Netherlands","Mean age at first marriage - females",":",""
"1961","Austria","Crude marriage rate","8.5",""
"1961","Austria","Mean age at first marriage - males",":",""
"1961","Austria","Mean age at first marriage - females",":",""
"1961","Poland","Crude marriage rate","7.9",""
"1961","Poland","Mean age at first marriage - males",":",""
"1961","Poland","Mean age at first marriage - females",":",""
"1961","Portugal","Crude marriage rate","8.8",""
"1961","Portugal","Mean age at first marriage - males",":",""
"1961","Portugal","Mean age at first marriage - females",":",""
"1961","Romania","Crude marriage rate","9.7",""
"1961","Romania","Mean age at first marriage - males",":",""
"1961","Romania","Mean age at first marriage - females",":",""
"1961","Slovenia","Crude marriage rate","9.1",""
"1961","Slovenia","Mean age at first marriage - males",":",""
"1961","Slovenia","Mean age at first marriage - females",":",""
"1961","Slovakia","Crude marriage rate","7.5",""
"1961","Slovakia","Mean age at first marriage - males",":",""
"1961","Slovakia","Mean age at first marriage - females",":",""
"1961","Finland","Crude marriage rate","7.7",""
"1961","Finland","Mean age at first marriage - males",":",""
"1961","Finland","Mean age at first marriage - females",":",""
"1961","Sweden","Crude marriage rate","7.0",""
"1961","Sweden","Mean age at first marriage - males",":",""
"1961","Sweden","Mean age at first marriage - females",":",""
"1961","United Kingdom","Crude marriage rate","7.5",""
"1961","United Kingdom","Mean age at first marriage - males",":",""
"1961","United Kingdom","Mean age at first marriage - females",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Crude marriage rate",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1961","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Crude marriage rate",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1961","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1961","European Free Trade Association","Crude marriage rate","7.3",""
"1961","European Free Trade Association","Mean age at first marriage - males",":",""
"1961","European Free Trade Association","Mean age at first marriage - females",":",""
"1961","Iceland","Crude marriage rate","7.5",""
"1961","Iceland","Mean age at first marriage - males",":",""
"1961","Iceland","Mean age at first marriage - females",":",""
"1961","Liechtenstein","Crude marriage rate","7.2",""
"1961","Liechtenstein","Mean age at first marriage - males",":",""
"1961","Liechtenstein","Mean age at first marriage - females",":",""
"1961","Norway","Crude marriage rate","6.7",""
"1961","Norway","Mean age at first marriage - males",":",""
"1961","Norway","Mean age at first marriage - females",":",""
"1961","Switzerland","Crude marriage rate","7.8",""
"1961","Switzerland","Mean age at first marriage - males",":",""
"1961","Switzerland","Mean age at first marriage - females",":",""
"1961","Montenegro","Crude marriage rate",":",""
"1961","Montenegro","Mean age at first marriage - males",":",""
"1961","Montenegro","Mean age at first marriage - females",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","8.4",""
"1961","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males",":",""
"1961","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females",":",""
"1961","Albania","Crude marriage rate","11.3",""
"1961","Albania","Mean age at first marriage - males",":",""
"1961","Albania","Mean age at first marriage - females",":",""
"1961","Serbia","Crude marriage rate",":",""
"1961","Serbia","Mean age at first marriage - males",":",""
"1961","Serbia","Mean age at first marriage - females",":",""
"1961","Turkey","Crude marriage rate",":",""
"1961","Turkey","Mean age at first marriage - males",":",""
"1961","Turkey","Mean age at first marriage - females",":",""
"1961","Andorra","Crude marriage rate",":",""
"1961","Andorra","Mean age at first marriage - males",":",""
"1961","Andorra","Mean age at first marriage - females",":",""
"1961","Belarus","Crude marriage rate",":",""
"1961","Belarus","Mean age at first marriage - males",":",""
"1961","Belarus","Mean age at first marriage - females",":",""
"1961","Bosnia and Herzegovina","Crude marriage rate","9.7",""
"1961","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"1961","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"1961","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"1961","Moldova","Crude marriage rate",":",""
"1961","Moldova","Mean age at first marriage - males",":",""
"1961","Moldova","Mean age at first marriage - females",":",""
"1961","Monaco","Crude marriage rate",":",""
"1961","Monaco","Mean age at first marriage - males",":",""
"1961","Monaco","Mean age at first marriage - females",":",""
"1961","Russia","Crude marriage rate",":",""
"1961","Russia","Mean age at first marriage - males",":",""
"1961","Russia","Mean age at first marriage - females",":",""
"1961","San Marino","Crude marriage rate",":",""
"1961","San Marino","Mean age at first marriage - males",":",""
"1961","San Marino","Mean age at first marriage - females",":",""
"1961","Ukraine","Crude marriage rate",":",""
"1961","Ukraine","Mean age at first marriage - males",":",""
"1961","Ukraine","Mean age at first marriage - females",":",""
"1961","Armenia","Crude marriage rate",":",""
"1961","Armenia","Mean age at first marriage - males",":",""
"1961","Armenia","Mean age at first marriage - females",":",""
"1961","Azerbaijan","Crude marriage rate",":",""
"1961","Azerbaijan","Mean age at first marriage - males",":",""
"1961","Azerbaijan","Mean age at first marriage - females",":",""
"1961","Georgia","Crude marriage rate",":",""
"1961","Georgia","Mean age at first marriage - males",":",""
"1961","Georgia","Mean age at first marriage - females",":",""
"1962","European Union (28 countries)","Crude marriage rate",":",""
"1962","European Union (28 countries)","Mean age at first marriage - males",":",""
"1962","European Union (28 countries)","Mean age at first marriage - females",":",""
"1962","European Union (27 countries)","Crude marriage rate",":",""
"1962","European Union (27 countries)","Mean age at first marriage - males",":",""
"1962","European Union (27 countries)","Mean age at first marriage - females",":",""
"1962","Euro area (18 countries)","Crude marriage rate",":",""
"1962","Euro area (18 countries)","Mean age at first marriage - males",":",""
"1962","Euro area (18 countries)","Mean age at first marriage - females",":",""
"1962","Euro area (17 countries)","Crude marriage rate",":",""
"1962","Euro area (17 countries)","Mean age at first marriage - males",":",""
"1962","Euro area (17 countries)","Mean age at first marriage - females",":",""
"1962","Euro area (16 countries)","Crude marriage rate",":",""
"1962","Euro area (16 countries)","Mean age at first marriage - males",":",""
"1962","Euro area (16 countries)","Mean age at first marriage - females",":",""
"1962","Belgium","Crude marriage rate","6.7",""
"1962","Belgium","Mean age at first marriage - males",":",""
"1962","Belgium","Mean age at first marriage - females",":",""
"1962","Bulgaria","Crude marriage rate","8.1",""
"1962","Bulgaria","Mean age at first marriage - males",":",""
"1962","Bulgaria","Mean age at first marriage - females",":",""
"1962","Czech Republic","Crude marriage rate","8.0",""
"1962","Czech Republic","Mean age at first marriage - males",":",""
"1962","Czech Republic","Mean age at first marriage - females",":",""
"1962","Denmark","Crude marriage rate","8.1",""
"1962","Denmark","Mean age at first marriage - males",":",""
"1962","Denmark","Mean age at first marriage - females",":",""
"1962","Germany (until 1990 former territory of the FRG)","Crude marriage rate","9.3",""
"1962","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - males",":",""
"1962","Germany (until 1990 former territory of the FRG)","Mean age at first marriage - females",":",""
"1962","Germany (including former GDR)","Crude marriage rate","9.4",""
"1962","Germany (including former GDR)","Mean age at first marriage - males",":",""
"1962","Germany (including former GDR)","Mean age at first marriage - females",":",""
"1962","Estonia","Crude marriage rate","8.9",""
"1962","Estonia","Mean age at first marriage - males",":",""
"1962","Estonia","Mean age at first marriage - females",":",""
"1962","Ireland","Crude marriage rate","5.5",""
"1962","Ireland","Mean age at first marriage - males",":",""
"1962","Ireland","Mean age at first marriage - females",":",""
"1962","Greece","Crude marriage rate","8.4",""
"1962","Greece","Mean age at first marriage - males",":",""
"1962","Greece","Mean age at first marriage - females",":",""
"1962","Spain","Crude marriage rate","7.6",""
"1962","Spain","Mean age at first marriage - males",":",""
"1962","Spain","Mean age at first marriage - females",":",""
"1962","France","Crude marriage rate",":",""
"1962","France","Mean age at first marriage - males",":",""
"1962","France","Mean age at first marriage - females",":",""
"1962","France (metropolitan)","Crude marriage rate","6.7",""
"1962","France (metropolitan)","Mean age at first marriage - males",":",""
"1962","France (metropolitan)","Mean age at first marriage - females",":",""
"1962","Croatia","Crude marriage rate","8.6",""
"1962","Croatia","Mean age at first marriage - males",":",""
"1962","Croatia","Mean age at first marriage - females",":",""
"1962","Italy","Crude marriage rate","8.0",""
"1962","Italy","Mean age at first marriage - males",":",""
"1962","Italy","Mean age at first marriage - females",":",""
"1962","Cyprus","Crude marriage rate",":",""
"1962","Cyprus","Mean age at first marriage - males",":",""
"1962","Cyprus","Mean age at first marriage - females",":",""
"1962","Latvia","Crude marriage rate","10.0",""
"1962","Latvia","Mean age at first marriage - males",":",""
"1962","Latvia","Mean age at first marriage - females",":",""
"1962","Lithuania","Crude marriage rate","9.3",""
"1962","Lithuania","Mean age at first marriage - males",":",""
"1962","Lithuania","Mean age at first marriage - females",":",""
"1962","Luxembourg","Crude marriage rate","6.7",""
"1962","Luxembourg","Mean age at first marriage - males",":",""
"1962","Luxembourg","Mean age at first marriage - females",":",""
"1962","Hungary","Crude marriage rate","8.1",""
"1962","Hungary","Mean age at first marriage - males",":",""
"1962","Hungary","Mean age at first marriage - females",":",""
"1962","Malta","Crude marriage rate","5.8",""
"1962","Malta","Mean age at first marriage - males",":",""
"1962","Malta","Mean age at first marriage - females",":",""
"1962","Netherlands","Crude marriage rate","7.9",""
"1962","Netherlands","Mean age at first marriage - males",":",""
"1962","Netherlands","Mean age at first marriage - females",":",""
"1962","Austria","Crude marriage rate","8.4",""
"1962","Austria","Mean age at first marriage - males",":",""
"1962","Austria","Mean age at first marriage - females",":",""
"1962","Poland","Crude marriage rate","7.5",""
"1962","Poland","Mean age at first marriage - males",":",""
"1962","Poland","Mean age at first marriage - females",":",""
"1962","Portugal","Crude marriage rate","7.9",""
"1962","Portugal","Mean age at first marriage - males",":",""
"1962","Portugal","Mean age at first marriage - females",":",""
"1962","Romania","Crude marriage rate","9.9",""
"1962","Romania","Mean age at first marriage - males",":",""
"1962","Romania","Mean age at first marriage - females",":",""
"1962","Slovenia","Crude marriage rate","9.1",""
"1962","Slovenia","Mean age at first marriage - males",":",""
"1962","Slovenia","Mean age at first marriage - females",":",""
"1962","Slovakia","Crude marriage rate","7.2",""
"1962","Slovakia","Mean age at first marriage - males",":",""
"1962","Slovakia","Mean age at first marriage - females",":",""
"1962","Finland","Crude marriage rate","7.6",""
"1962","Finland","Mean age at first marriage - males",":",""
"1962","Finland","Mean age at first marriage - females",":",""
"1962","Sweden","Crude marriage rate","7.1",""
"1962","Sweden","Mean age at first marriage - males",":",""
"1962","Sweden","Mean age at first marriage - females",":",""
"1962","United Kingdom","Crude marriage rate","7.5",""
"1962","United Kingdom","Mean age at first marriage - males",":",""
"1962","United Kingdom","Mean age at first marriage - females",":",""
"1962","European Economic Area (EU-28 plus IS, LI, NO)","Crude marriage rate",":",""
"1962","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1962","European Economic Area (EU-28 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1962","European Economic Area (EU-27 plus IS, LI, NO)","Crude marriage rate",":",""
"1962","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - males",":",""
"1962","European Economic Area (EU-27 plus IS, LI, NO)","Mean age at first marriage - females",":",""
"1962","European Free Trade Association","Crude marriage rate","7.4",""
"1962","European Free Trade Association","Mean age at first marriage - males",":",""
"1962","European Free Trade Association","Mean age at first marriage - females",":",""
"1962","Iceland","Crude marriage rate","7.4",""
"1962","Iceland","Mean age at first marriage - males",":",""
"1962","Iceland","Mean age at first marriage - females",":",""
"1962","Liechtenstein","Crude marriage rate","6.7",""
"1962","Liechtenstein","Mean age at first marriage - males",":",""
"1962","Liechtenstein","Mean age at first marriage - females",":",""
"1962","Norway","Crude marriage rate","6.6",""
"1962","Norway","Mean age at first marriage - males",":",""
"1962","Norway","Mean age at first marriage - females",":",""
"1962","Switzerland","Crude marriage rate","8.0",""
"1962","Switzerland","Mean age at first marriage - males",":",""
"1962","Switzerland","Mean age at first marriage - females",":",""
"1962","Montenegro","Crude marriage rate",":",""
"1962","Montenegro","Mean age at first marriage - males",":",""
"1962","Montenegro","Mean age at first marriage - females",":",""
"1962","Former Yugoslav Republic of Macedonia, the","Crude marriage rate","8.4",""
"1962","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - males",":",""
"1962","Former Yugoslav Republic of Macedonia, the","Mean age at first marriage - females",":",""
"1962","Albania","Crude marriage rate","7.5",""
"1962","Albania","Mean age at first marriage - males",":",""
"1962","Albania","Mean age at first marriage - females",":",""
"1962","Serbia","Crude marriage rate",":",""
"1962","Serbia","Mean age at first marriage - males",":",""
"1962","Serbia","Mean age at first marriage - females",":",""
"1962","Turkey","Crude marriage rate",":",""
"1962","Turkey","Mean age at first marriage - males",":",""
"1962","Turkey","Mean age at first marriage - females",":",""
"1962","Andorra","Crude marriage rate",":",""
"1962","Andorra","Mean age at first marriage - males",":",""
"1962","Andorra","Mean age at first marriage - females",":",""
"1962","Belarus","Crude marriage rate",":",""
"1962","Belarus","Mean age at first marriage - males",":",""
"1962","Belarus","Mean age at first marriage - females",":",""
"1962","Bosnia and Herzegovina","Crude marriage rate","9.1",""
"1962","Bosnia and Herzegovina","Mean age at first marriage - males",":",""
"1962","Bosnia and Herzegovina","Mean age at first marriage - females",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Crude marriage rate",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - males",":",""
"1962","Kosovo (under United Nations Security Council Resolution 1244/99)","Mean age at first marriage - females",":",""
"1962","Moldova","Crude marriage rate",":",""
"1962","Moldova","Mean age at first marriage - males",":",""
"1962","Moldova","Mean age at first marriage - females",":",""
"1962","Monaco","Crude marriage rate",":",""
"1962","Monaco","Mean age at first marriage - males",":",""
"1962","Monaco","Mean age at first marriage - females",":",""
"1962","Russia","Crude marriage rate",":",""
"1962","Russia","Mean age at first marriage - males",":",""
"1962","Russia","Mean age at first marriage - females",":",""
"1962","San Marino","Crude marriage rate",":",""
